,dt,Month,Year,Month-Year,county_name,state_id,AverageTemperature
1,1/1/1900,1,2011,1-2011,Aiken,SC,6.04
2,1/1/1900,1,2011,1-2011,Alachua,FL,10.258
3,1/1/1900,1,2011,1-2011,Alameda,CA,9.359
4,1/1/1900,1,2011,1-2011,Alexandria,VA,-1.709
5,1/1/1900,1,2011,1-2011,Allamakee,IA,-6.251
6,1/1/1900,1,2011,1-2011,Allen,IN,-3.704
7,1/1/1900,1,2011,1-2011,Arlington,VA,-1.709
8,1/1/1900,1,2011,1-2011,Baltimore,MD,-1.709
9,1/1/1900,1,2011,1-2011,Bartholomew,IN,-3.164
10,1/1/1900,1,2011,1-2011,Bell,TX,6.988
11,1/1/1900,1,2011,1-2011,Bennington,VT,-6.772
12,1/1/1900,1,2011,1-2011,Bernalillo,NM,-0.419
13,1/1/1900,1,2011,1-2011,Bingham,ID,-8.084
14,1/1/1900,1,2011,1-2011,Bon Homme,SD,-6.772
15,1/1/1900,1,2011,1-2011,Butts,GA,6.04
16,1/1/1900,1,2011,1-2011,Campbell,KY,-2.4365
17,1/1/1900,1,2011,1-2011,Cass,NE,-5.643
18,1/1/1900,1,2011,1-2011,Cedar,MO,9.359
19,1/1/1900,1,2011,1-2011,Charleston,SC,7.989
20,1/1/1900,1,2011,1-2011,Clark,NV,6.966
21,1/1/1900,1,2011,1-2011,Clark,WA,4.874
22,1/1/1900,1,2011,1-2011,Cleveland,OK,3.395
23,1/1/1900,1,2011,1-2011,Cloud,KS,-2.604
24,1/1/1900,1,2011,1-2011,Collin,TX,5.417
25,1/1/1900,1,2011,1-2011,Contra Costa,CA,7.19
26,1/1/1900,1,2011,1-2011,Cumberland,NC,3.823
27,1/1/1900,1,2011,1-2011,Cuyahoga,OH,-4.976
28,1/1/1900,1,2011,1-2011,Dallas,TX,5.417
29,1/1/1900,1,2011,1-2011,Dane,WI,-7.1485
30,1/1/1900,1,2011,1-2011,Davidson,TN,1.146
31,1/1/1900,1,2011,1-2011,Daviess,IN,-1.709
32,1/1/1900,1,2011,1-2011,Dearborn,IN,-2.604
33,1/1/1900,1,2011,1-2011,Denton,TX,5.417
34,1/1/1900,1,2011,1-2011,District of Columbia,DC,-1.709
35,1/1/1900,1,2011,1-2011,Dodge,WI,-6.772
36,1/1/1900,1,2011,1-2011,Douglas,NE,-7.422
37,1/1/1900,1,2011,1-2011,Durham,NC,2.105
38,1/1/1900,1,2011,1-2011,Duval,FL,12.725
39,1/1/1900,1,2011,1-2011,East Baton Rouge,LA,10.056
40,1/1/1900,1,2011,1-2011,El Paso,CO,-2.604
41,1/1/1900,1,2011,1-2011,Erie,NY,-6.208
42,1/1/1900,1,2011,1-2011,Essex,NJ,-4.463
43,1/1/1900,1,2011,1-2011,Fairfax,VA,-4.112
44,1/1/1900,1,2011,1-2011,Fairfield,CT,-3.114
45,1/1/1900,1,2011,1-2011,Floyd,IA,-8.084
46,1/1/1900,1,2011,1-2011,Franklin,KS,5.021
47,1/1/1900,1,2011,1-2011,Franklin,MO,-1.709
48,1/1/1900,1,2011,1-2011,Fulton,IN,-4.976
49,1/1/1900,1,2011,1-2011,Genesee,MI,-6.213
50,1/1/1900,1,2011,1-2011,Guilford,NC,2.105
51,1/1/1900,1,2011,1-2011,Hall,TX,3.531
52,1/1/1900,1,2011,1-2011,Hamilton,NE,-5.688
53,1/1/1900,1,2011,1-2011,Hamilton,OH,-3.725
54,1/1/1900,1,2011,1-2011,Hamilton,TN,2.595
55,1/1/1900,1,2011,1-2011,Hampshire,WV,-4.112
56,1/1/1900,1,2011,1-2011,Harris,TX,10.303
57,1/1/1900,1,2011,1-2011,Hillsborough,FL,14.502
58,1/1/1900,1,2011,1-2011,Hillsborough,NH,-6.772
59,1/1/1900,1,2011,1-2011,Hudson,NJ,-4.463
60,1/1/1900,1,2011,1-2011,Ingham,MI,-6.251
61,1/1/1900,1,2011,1-2011,Jackson,MO,-4.759
62,1/1/1900,1,2011,1-2011,Jefferson,KY,-1.056
63,1/1/1900,1,2011,1-2011,Jefferson,LA,10.056
64,1/1/1900,1,2011,1-2011,Jefferson,TX,10.059
65,1/1/1900,1,2011,1-2011,Jefferson,WI,-6.772
66,1/1/1900,1,2011,1-2011,Johnson,KS,-4.8105
67,1/1/1900,1,2011,1-2011,Kent,MI,-7.035666667
68,1/1/1900,1,2011,1-2011,Kenton,KY,-4.759
69,1/1/1900,1,2011,1-2011,Knox,TN,0.411
70,1/1/1900,1,2011,1-2011,Lafayette,LA,10.331
71,1/1/1900,1,2011,1-2011,Lancaster,NE,-7.422
72,1/1/1900,1,2011,1-2011,Lancaster,SC,10.432
73,1/1/1900,1,2011,1-2011,Lane,OR,4.761
74,1/1/1900,1,2011,1-2011,Larimer,CO,-2.529
75,1/1/1900,1,2011,1-2011,Lee,FL,17.513
76,1/1/1900,1,2011,1-2011,Lehigh,PA,-4.463
77,1/1/1900,1,2011,1-2011,Leon,FL,9.966
78,1/1/1900,1,2011,1-2011,Lincoln,TN,3.823
79,1/1/1900,1,2011,1-2011,Los Angeles,CA,10.432
80,1/1/1900,1,2011,1-2011,Lyon,NV,-3.164
81,1/1/1900,1,2011,1-2011,Macomb,MI,-6.213
82,1/1/1900,1,2011,1-2011,Madison,AL,2.595
83,1/1/1900,1,2011,1-2011,Madison,KY,5.021
84,1/1/1900,1,2011,1-2011,Madison,NY,-8.084
85,1/1/1900,1,2011,1-2011,Maricopa,AZ,9.6458
86,1/1/1900,1,2011,1-2011,McCook,SD,4.761
87,1/1/1900,1,2011,1-2011,Mecklenburg,NC,3.735
88,1/1/1900,1,2011,1-2011,Middlesex,MA,-6.772
89,1/1/1900,1,2011,1-2011,Miller,AR,5.417
90,1/1/1900,1,2011,1-2011,Milwaukee,WI,-1.582
91,1/1/1900,1,2011,1-2011,Minnehaha,SD,-12.993
92,1/1/1900,1,2011,1-2011,Mobile,AL,7.525
93,1/1/1900,1,2011,1-2011,Monroe,NY,-6.208
94,1/1/1900,1,2011,1-2011,Montrose,CO,-4.862
95,1/1/1900,1,2011,1-2011,Morrow,OH,-4.463
96,1/1/1900,1,2011,1-2011,Multnomah,OR,4.874
97,1/1/1900,1,2011,1-2011,Muscogee,GA,4.861
98,1/1/1900,1,2011,1-2011,Nash,NC,1.146
99,1/1/1900,1,2011,1-2011,Nelson,KY,9.359
100,1/1/1900,1,2011,1-2011,Nevada,CA,-1.709
101,1/1/1900,1,2011,1-2011,New Haven,CT,-1.765
102,1/1/1900,1,2011,1-2011,New York,NY,-4.463
103,1/1/1900,1,2011,1-2011,Nueces,TX,12.533
104,1/1/1900,1,2011,1-2011,Oakland,MI,-6.208
105,1/1/1900,1,2011,1-2011,Onondaga,NY,-6.134
106,1/1/1900,1,2011,1-2011,Ontario,NY,-6.772
107,1/1/1900,1,2011,1-2011,Orange,FL,15.383
108,1/1/1900,1,2011,1-2011,Orleans,LA,10.056
109,1/1/1900,1,2011,1-2011,Passaic,NJ,-4.463
110,1/1/1900,1,2011,1-2011,Peoria,IL,-6.311
111,1/1/1900,1,2011,1-2011,Pickens,AL,5.417
112,1/1/1900,1,2011,1-2011,Pierce,WA,2.279
113,1/1/1900,1,2011,1-2011,Pinellas,FL,14.502
114,1/1/1900,1,2011,1-2011,Placer,CA,4.763
115,1/1/1900,1,2011,1-2011,Portage,OH,-5.688
116,1/1/1900,1,2011,1-2011,Potter,TX,3.071
117,1/1/1900,1,2011,1-2011,Preston,WV,-2.604
118,1/1/1900,1,2011,1-2011,Pueblo,CO,-1.661
119,1/1/1900,1,2011,1-2011,Pulaski,AR,3.958
120,1/1/1900,1,2011,1-2011,Racine,WI,-6.208
121,1/1/1900,1,2011,1-2011,Randolph,IL,-1.06
122,1/1/1900,1,2011,1-2011,Rappahannock,VA,-1.709
123,1/1/1900,1,2011,1-2011,Richmond,NC,3.395
124,1/1/1900,1,2011,1-2011,Richmond,VA,5.021
125,1/1/1900,1,2011,1-2011,Salt Lake,UT,-2.279
126,1/1/1900,1,2011,1-2011,San Diego,CA,14.786
127,1/1/1900,1,2011,1-2011,San Francisco,CA,9.359
128,1/1/1900,1,2011,1-2011,San Joaquin,CA,9.359
129,1/1/1900,1,2011,1-2011,San Miguel,NM,6.966
130,1/1/1900,1,2011,1-2011,Santa Cruz,AZ,9.461
131,1/1/1900,1,2011,1-2011,Sedgwick,KS,-1.715
132,1/1/1900,1,2011,1-2011,Sevier,UT,-2.604
133,1/1/1900,1,2011,1-2011,Shawnee,KS,-4.862
134,1/1/1900,1,2011,1-2011,Shelby,TN,3.531
135,1/1/1900,1,2011,1-2011,Solano,CA,9.359
136,1/1/1900,1,2011,1-2011,Sonoma,CA,9.359
137,1/1/1900,1,2011,1-2011,Spartanburg,SC,10.432
138,1/1/1900,1,2011,1-2011,Stanislaus,CA,4.956
139,1/1/1900,1,2011,1-2011,Strafford,NH,-6.208
140,1/1/1900,1,2011,1-2011,Summit,OH,-4.976
141,1/1/1900,1,2011,1-2011,Tarrant,TX,5.417
142,1/1/1900,1,2011,1-2011,Travis,TX,9.547
143,1/1/1900,1,2011,1-2011,Tulare,CA,7.169
144,1/1/1900,1,2011,1-2011,Tulsa,OK,1.204
145,1/1/1900,1,2011,1-2011,Union,NJ,-4.463
146,1/1/1900,1,2011,1-2011,Vance,NC,6.966
147,1/1/1900,1,2011,1-2011,Vanderburgh,IN,-1.06
148,1/1/1900,1,2011,1-2011,Wake,NC,2.105
149,1/1/1900,1,2011,1-2011,Walworth,WI,-6.772
150,1/1/1900,1,2011,1-2011,Warren,IA,-1.765
151,1/1/1900,1,2011,1-2011,Washington,KY,-1.588
152,1/1/1900,1,2011,1-2011,Washington,NY,-6.772
153,1/1/1900,1,2011,1-2011,Washington,OH,4.763
154,1/1/1900,1,2011,1-2011,Wayne,IL,9.359
155,1/1/1900,1,2011,1-2011,Wayne,UT,9.359
156,1/1/1900,1,2011,1-2011,Webb,TX,12.239
157,1/1/1900,1,2011,1-2011,Westchester,NY,-4.463
158,1/1/1900,1,2011,1-2011,Wood,WV,-1.709
159,1/1/1900,1,2011,1-2011,Worcester,MD,9.359
160,1/1/1900,1,2011,1-2011,Wyandotte,KS,-4.759
161,1/1/1900,1,2011,1-2011,NA,NA,5.445361111
162,1/1/1900,1,2012,1-2012,Aiken,SC,10.626
163,1/1/1900,1,2012,1-2012,Alachua,FL,13.716
164,1/1/1900,1,2012,1-2012,Alameda,CA,9.993
165,1/1/1900,1,2012,1-2012,Alexandria,VA,2.382
166,1/1/1900,1,2012,1-2012,Allamakee,IA,-1.763
167,1/1/1900,1,2012,1-2012,Allen,IN,0.8385
168,1/1/1900,1,2012,1-2012,Arlington,VA,2.382
169,1/1/1900,1,2012,1-2012,Baltimore,MD,2.382
170,1/1/1900,1,2012,1-2012,Bartholomew,IN,1.445
171,1/1/1900,1,2012,1-2012,Bell,TX,10.494
172,1/1/1900,1,2012,1-2012,Bennington,VT,-2.645
173,1/1/1900,1,2012,1-2012,Bernalillo,NM,1.84
174,1/1/1900,1,2012,1-2012,Bingham,ID,-3.686
175,1/1/1900,1,2012,1-2012,Bon Homme,SD,-2.645
176,1/1/1900,1,2012,1-2012,Butts,GA,10.626
177,1/1/1900,1,2012,1-2012,Campbell,KY,1.9135
178,1/1/1900,1,2012,1-2012,Cass,NE,-0.926
179,1/1/1900,1,2012,1-2012,Cedar,MO,9.993
180,1/1/1900,1,2012,1-2012,Charleston,SC,12.433
181,1/1/1900,1,2012,1-2012,Clark,NV,8.055
182,1/1/1900,1,2012,1-2012,Clark,WA,4.391
183,1/1/1900,1,2012,1-2012,Cleveland,OK,7.725
184,1/1/1900,1,2012,1-2012,Cloud,KS,0.764
185,1/1/1900,1,2012,1-2012,Collin,TX,9.359
186,1/1/1900,1,2012,1-2012,Contra Costa,CA,8.71225
187,1/1/1900,1,2012,1-2012,Cumberland,NC,8.405
188,1/1/1900,1,2012,1-2012,Cuyahoga,OH,-0.344
189,1/1/1900,1,2012,1-2012,Dallas,TX,9.359
190,1/1/1900,1,2012,1-2012,Dane,WI,-2.563
191,1/1/1900,1,2012,1-2012,Davidson,TN,6.095
192,1/1/1900,1,2012,1-2012,Daviess,IN,2.382
193,1/1/1900,1,2012,1-2012,Dearborn,IN,0.764
194,1/1/1900,1,2012,1-2012,Denton,TX,9.359
195,1/1/1900,1,2012,1-2012,District of Columbia,DC,2.382
196,1/1/1900,1,2012,1-2012,Dodge,WI,-2.645
197,1/1/1900,1,2012,1-2012,Douglas,NE,-0.673
198,1/1/1900,1,2012,1-2012,Durham,NC,5.916
199,1/1/1900,1,2012,1-2012,Duval,FL,15.352
200,1/1/1900,1,2012,1-2012,East Baton Rouge,LA,15.038
201,1/1/1900,1,2012,1-2012,El Paso,CO,0.764
202,1/1/1900,1,2012,1-2012,Erie,NY,-1.892
203,1/1/1900,1,2012,1-2012,Essex,NJ,-0.041
204,1/1/1900,1,2012,1-2012,Fairfax,VA,1.026
205,1/1/1900,1,2012,1-2012,Fairfield,CT,1.281
206,1/1/1900,1,2012,1-2012,Floyd,IA,-3.686
207,1/1/1900,1,2012,1-2012,Franklin,KS,7.4315
208,1/1/1900,1,2012,1-2012,Franklin,MO,2.382
209,1/1/1900,1,2012,1-2012,Fulton,IN,-0.344
210,1/1/1900,1,2012,1-2012,Genesee,MI,-1.44
211,1/1/1900,1,2012,1-2012,Guilford,NC,5.916
212,1/1/1900,1,2012,1-2012,Hall,TX,8.261
213,1/1/1900,1,2012,1-2012,Hamilton,NE,-1.106
214,1/1/1900,1,2012,1-2012,Hamilton,OH,1.023
215,1/1/1900,1,2012,1-2012,Hamilton,TN,7.43
216,1/1/1900,1,2012,1-2012,Hampshire,WV,1.026
217,1/1/1900,1,2012,1-2012,Harris,TX,14.181
218,1/1/1900,1,2012,1-2012,Hillsborough,FL,16.619
219,1/1/1900,1,2012,1-2012,Hillsborough,NH,-2.645
220,1/1/1900,1,2012,1-2012,Hudson,NJ,-0.041
221,1/1/1900,1,2012,1-2012,Ingham,MI,-1.763
222,1/1/1900,1,2012,1-2012,Jackson,MO,1.484
223,1/1/1900,1,2012,1-2012,Jefferson,KY,3.742
224,1/1/1900,1,2012,1-2012,Jefferson,LA,15.038
225,1/1/1900,1,2012,1-2012,Jefferson,TX,14.496
226,1/1/1900,1,2012,1-2012,Jefferson,WI,-2.645
227,1/1/1900,1,2012,1-2012,Johnson,KS,1.598
228,1/1/1900,1,2012,1-2012,Kent,MI,-2.698
229,1/1/1900,1,2012,1-2012,Kenton,KY,1.484
230,1/1/1900,1,2012,1-2012,Knox,TN,4.648
231,1/1/1900,1,2012,1-2012,Lafayette,LA,15.12
232,1/1/1900,1,2012,1-2012,Lancaster,NE,-0.673
233,1/1/1900,1,2012,1-2012,Lancaster,SC,11.581
234,1/1/1900,1,2012,1-2012,Lane,OR,4.35
235,1/1/1900,1,2012,1-2012,Larimer,CO,0.375
236,1/1/1900,1,2012,1-2012,Lee,FL,18.88
237,1/1/1900,1,2012,1-2012,Lehigh,PA,-0.041
238,1/1/1900,1,2012,1-2012,Leon,FL,14.315
239,1/1/1900,1,2012,1-2012,Lincoln,TN,8.405
240,1/1/1900,1,2012,1-2012,Los Angeles,CA,11.581
241,1/1/1900,1,2012,1-2012,Lyon,NV,1.445
242,1/1/1900,1,2012,1-2012,Macomb,MI,-1.44
243,1/1/1900,1,2012,1-2012,Madison,AL,7.43
244,1/1/1900,1,2012,1-2012,Madison,KY,7.4315
245,1/1/1900,1,2012,1-2012,Madison,NY,-3.686
246,1/1/1900,1,2012,1-2012,Maricopa,AZ,11.7966
247,1/1/1900,1,2012,1-2012,McCook,SD,4.35
248,1/1/1900,1,2012,1-2012,Mecklenburg,NC,7.911
249,1/1/1900,1,2012,1-2012,Middlesex,MA,-2.645
250,1/1/1900,1,2012,1-2012,Miller,AR,9.359
251,1/1/1900,1,2012,1-2012,Milwaukee,WI,2.67
252,1/1/1900,1,2012,1-2012,Minnehaha,SD,-4.988
253,1/1/1900,1,2012,1-2012,Mobile,AL,12.403
254,1/1/1900,1,2012,1-2012,Monroe,NY,-1.892
255,1/1/1900,1,2012,1-2012,Montrose,CO,1.712
256,1/1/1900,1,2012,1-2012,Morrow,OH,-0.041
257,1/1/1900,1,2012,1-2012,Multnomah,OR,4.391
258,1/1/1900,1,2012,1-2012,Muscogee,GA,9.603
259,1/1/1900,1,2012,1-2012,Nash,NC,6.095
260,1/1/1900,1,2012,1-2012,Nelson,KY,9.993
261,1/1/1900,1,2012,1-2012,Nevada,CA,2.382
262,1/1/1900,1,2012,1-2012,New Haven,CT,2.603
263,1/1/1900,1,2012,1-2012,New York,NY,-0.041
264,1/1/1900,1,2012,1-2012,Nueces,TX,15.542
265,1/1/1900,1,2012,1-2012,Oakland,MI,-1.892
266,1/1/1900,1,2012,1-2012,Onondaga,NY,-2.007
267,1/1/1900,1,2012,1-2012,Ontario,NY,-2.645
268,1/1/1900,1,2012,1-2012,Orange,FL,16.513
269,1/1/1900,1,2012,1-2012,Orleans,LA,15.038
270,1/1/1900,1,2012,1-2012,Passaic,NJ,-0.041
271,1/1/1900,1,2012,1-2012,Peoria,IL,-1.226
272,1/1/1900,1,2012,1-2012,Pickens,AL,9.359
273,1/1/1900,1,2012,1-2012,Pierce,WA,1.338
274,1/1/1900,1,2012,1-2012,Pinellas,FL,16.619
275,1/1/1900,1,2012,1-2012,Placer,CA,5.495
276,1/1/1900,1,2012,1-2012,Portage,OH,-1.106
277,1/1/1900,1,2012,1-2012,Potter,TX,6.534
278,1/1/1900,1,2012,1-2012,Preston,WV,0.764
279,1/1/1900,1,2012,1-2012,Pueblo,CO,1.577
280,1/1/1900,1,2012,1-2012,Pulaski,AR,7.878
281,1/1/1900,1,2012,1-2012,Racine,WI,-1.892
282,1/1/1900,1,2012,1-2012,Randolph,IL,3.782
283,1/1/1900,1,2012,1-2012,Rappahannock,VA,2.382
284,1/1/1900,1,2012,1-2012,Richmond,NC,7.725
285,1/1/1900,1,2012,1-2012,Richmond,VA,7.4315
286,1/1/1900,1,2012,1-2012,Salt Lake,UT,0.215
287,1/1/1900,1,2012,1-2012,San Diego,CA,15.113
288,1/1/1900,1,2012,1-2012,San Francisco,CA,9.993
289,1/1/1900,1,2012,1-2012,San Joaquin,CA,9.993
290,1/1/1900,1,2012,1-2012,San Miguel,NM,8.055
291,1/1/1900,1,2012,1-2012,Santa Cruz,AZ,11.141
292,1/1/1900,1,2012,1-2012,Sedgwick,KS,3.176
293,1/1/1900,1,2012,1-2012,Sevier,UT,0.764
294,1/1/1900,1,2012,1-2012,Shawnee,KS,1.712
295,1/1/1900,1,2012,1-2012,Shelby,TN,8.261
296,1/1/1900,1,2012,1-2012,Solano,CA,9.993
297,1/1/1900,1,2012,1-2012,Sonoma,CA,9.993
298,1/1/1900,1,2012,1-2012,Spartanburg,SC,11.581
299,1/1/1900,1,2012,1-2012,Stanislaus,CA,6.318
300,1/1/1900,1,2012,1-2012,Strafford,NH,-1.892
301,1/1/1900,1,2012,1-2012,Summit,OH,-0.344
302,1/1/1900,1,2012,1-2012,Tarrant,TX,9.359
303,1/1/1900,1,2012,1-2012,Travis,TX,12.671
304,1/1/1900,1,2012,1-2012,Tulare,CA,8.608
305,1/1/1900,1,2012,1-2012,Tulsa,OK,6.082
306,1/1/1900,1,2012,1-2012,Union,NJ,-0.041
307,1/1/1900,1,2012,1-2012,Vance,NC,8.055
308,1/1/1900,1,2012,1-2012,Vanderburgh,IN,3.782
309,1/1/1900,1,2012,1-2012,Wake,NC,5.916
310,1/1/1900,1,2012,1-2012,Walworth,WI,-2.645
311,1/1/1900,1,2012,1-2012,Warren,IA,2.603
312,1/1/1900,1,2012,1-2012,Washington,KY,3.466
313,1/1/1900,1,2012,1-2012,Washington,NY,-2.645
314,1/1/1900,1,2012,1-2012,Washington,OH,5.495
315,1/1/1900,1,2012,1-2012,Wayne,IL,9.993
316,1/1/1900,1,2012,1-2012,Wayne,UT,9.993
317,1/1/1900,1,2012,1-2012,Webb,TX,14.36
318,1/1/1900,1,2012,1-2012,Westchester,NY,-0.041
319,1/1/1900,1,2012,1-2012,Wood,WV,2.382
320,1/1/1900,1,2012,1-2012,Worcester,MD,9.993
321,1/1/1900,1,2012,1-2012,Wyandotte,KS,1.484
322,1/1/1900,1,2012,1-2012,NA,NA,7.824759259
323,1/1/1900,1,2013,1-2013,Aiken,SC,9.179
324,1/1/1900,1,2013,1-2013,Alachua,FL,16.127
325,1/1/1900,1,2013,1-2013,Alameda,CA,8.32
326,1/1/1900,1,2013,1-2013,Alexandria,VA,1.842
327,1/1/1900,1,2013,1-2013,Allamakee,IA,-2.77
328,1/1/1900,1,2013,1-2013,Allen,IN,-0.556
329,1/1/1900,1,2013,1-2013,Arlington,VA,1.842
330,1/1/1900,1,2013,1-2013,Baltimore,MD,1.842
331,1/1/1900,1,2013,1-2013,Bartholomew,IN,0.536
332,1/1/1900,1,2013,1-2013,Bell,TX,9.555
333,1/1/1900,1,2013,1-2013,Bennington,VT,-4.14
334,1/1/1900,1,2013,1-2013,Bernalillo,NM,-1.981
335,1/1/1900,1,2013,1-2013,Bingham,ID,-5.452
336,1/1/1900,1,2013,1-2013,Bon Homme,SD,-4.14
337,1/1/1900,1,2013,1-2013,Butts,GA,9.179
338,1/1/1900,1,2013,1-2013,Campbell,KY,1.189
339,1/1/1900,1,2013,1-2013,Cass,NE,-2.051
340,1/1/1900,1,2013,1-2013,Cedar,MO,8.32
341,1/1/1900,1,2013,1-2013,Charleston,SC,13.445
342,1/1/1900,1,2013,1-2013,Clark,NV,5.335
343,1/1/1900,1,2013,1-2013,Clark,WA,3.086
344,1/1/1900,1,2013,1-2013,Cleveland,OK,6.381
345,1/1/1900,1,2013,1-2013,Cloud,KS,-2.138
346,1/1/1900,1,2013,1-2013,Collin,TX,8.598
347,1/1/1900,1,2013,1-2013,Contra Costa,CA,7.25225
348,1/1/1900,1,2013,1-2013,Cumberland,NC,8.905
349,1/1/1900,1,2013,1-2013,Cuyahoga,OH,-1.086
350,1/1/1900,1,2013,1-2013,Dallas,TX,8.598
351,1/1/1900,1,2013,1-2013,Dane,WI,-4.1015
352,1/1/1900,1,2013,1-2013,Davidson,TN,4.823
353,1/1/1900,1,2013,1-2013,Daviess,IN,1.842
354,1/1/1900,1,2013,1-2013,Dearborn,IN,-2.138
355,1/1/1900,1,2013,1-2013,Denton,TX,8.598
356,1/1/1900,1,2013,1-2013,District of Columbia,DC,1.842
357,1/1/1900,1,2013,1-2013,Dodge,WI,-4.14
358,1/1/1900,1,2013,1-2013,Douglas,NE,-3.213
359,1/1/1900,1,2013,1-2013,Durham,NC,5.791
360,1/1/1900,1,2013,1-2013,Duval,FL,18.07
361,1/1/1900,1,2013,1-2013,East Baton Rouge,LA,13.746
362,1/1/1900,1,2013,1-2013,El Paso,CO,-2.138
363,1/1/1900,1,2013,1-2013,Erie,NY,-2.211
364,1/1/1900,1,2013,1-2013,Essex,NJ,-0.968
365,1/1/1900,1,2013,1-2013,Fairfax,VA,-0.28
366,1/1/1900,1,2013,1-2013,Fairfield,CT,-0.0145
367,1/1/1900,1,2013,1-2013,Floyd,IA,-5.452
368,1/1/1900,1,2013,1-2013,Franklin,KS,6.1845
369,1/1/1900,1,2013,1-2013,Franklin,MO,1.842
370,1/1/1900,1,2013,1-2013,Fulton,IN,-1.086
371,1/1/1900,1,2013,1-2013,Genesee,MI,-2.751
372,1/1/1900,1,2013,1-2013,Guilford,NC,5.791
373,1/1/1900,1,2013,1-2013,Hall,TX,6.944
374,1/1/1900,1,2013,1-2013,Hamilton,NE,-2.539
375,1/1/1900,1,2013,1-2013,Hamilton,OH,-0.254
376,1/1/1900,1,2013,1-2013,Hamilton,TN,7.215
377,1/1/1900,1,2013,1-2013,Hampshire,WV,-0.28
378,1/1/1900,1,2013,1-2013,Harris,TX,12.55
379,1/1/1900,1,2013,1-2013,Hillsborough,FL,19.375
380,1/1/1900,1,2013,1-2013,Hillsborough,NH,-4.14
381,1/1/1900,1,2013,1-2013,Hudson,NJ,-0.968
382,1/1/1900,1,2013,1-2013,Ingham,MI,-2.77
383,1/1/1900,1,2013,1-2013,Jackson,MO,-0.091
384,1/1/1900,1,2013,1-2013,Jefferson,KY,2.777
385,1/1/1900,1,2013,1-2013,Jefferson,LA,13.746
386,1/1/1900,1,2013,1-2013,Jefferson,TX,12.703
387,1/1/1900,1,2013,1-2013,Jefferson,WI,-4.14
388,1/1/1900,1,2013,1-2013,Johnson,KS,-0.1265
389,1/1/1900,1,2013,1-2013,Kent,MI,-4.120666667
390,1/1/1900,1,2013,1-2013,Kenton,KY,-0.091
391,1/1/1900,1,2013,1-2013,Knox,TN,4.656
392,1/1/1900,1,2013,1-2013,Lafayette,LA,13.67
393,1/1/1900,1,2013,1-2013,Lancaster,NE,-3.213
394,1/1/1900,1,2013,1-2013,Lancaster,SC,8.813
395,1/1/1900,1,2013,1-2013,Lane,OR,2.58
396,1/1/1900,1,2013,1-2013,Larimer,CO,-2.154
397,1/1/1900,1,2013,1-2013,Lee,FL,21.659
398,1/1/1900,1,2013,1-2013,Lehigh,PA,-0.968
399,1/1/1900,1,2013,1-2013,Leon,FL,16.233
400,1/1/1900,1,2013,1-2013,Lincoln,TN,8.905
401,1/1/1900,1,2013,1-2013,Los Angeles,CA,8.813
402,1/1/1900,1,2013,1-2013,Lyon,NV,0.536
403,1/1/1900,1,2013,1-2013,Macomb,MI,-2.751
404,1/1/1900,1,2013,1-2013,Madison,AL,7.215
405,1/1/1900,1,2013,1-2013,Madison,KY,6.1845
406,1/1/1900,1,2013,1-2013,Madison,NY,-5.452
407,1/1/1900,1,2013,1-2013,Maricopa,AZ,9.3836
408,1/1/1900,1,2013,1-2013,McCook,SD,2.58
409,1/1/1900,1,2013,1-2013,Mecklenburg,NC,8.678
410,1/1/1900,1,2013,1-2013,Middlesex,MA,-4.14
411,1/1/1900,1,2013,1-2013,Miller,AR,8.598
412,1/1/1900,1,2013,1-2013,Milwaukee,WI,1.056
413,1/1/1900,1,2013,1-2013,Minnehaha,SD,-8.664
414,1/1/1900,1,2013,1-2013,Mobile,AL,11.824
415,1/1/1900,1,2013,1-2013,Monroe,NY,-2.211
416,1/1/1900,1,2013,1-2013,Montrose,CO,-0.162
417,1/1/1900,1,2013,1-2013,Morrow,OH,-0.968
418,1/1/1900,1,2013,1-2013,Multnomah,OR,3.086
419,1/1/1900,1,2013,1-2013,Muscogee,GA,10.762
420,1/1/1900,1,2013,1-2013,Nash,NC,4.823
421,1/1/1900,1,2013,1-2013,Nelson,KY,8.32
422,1/1/1900,1,2013,1-2013,Nevada,CA,1.842
423,1/1/1900,1,2013,1-2013,New Haven,CT,0.939
424,1/1/1900,1,2013,1-2013,New York,NY,-0.968
425,1/1/1900,1,2013,1-2013,Nueces,TX,13.921
426,1/1/1900,1,2013,1-2013,Oakland,MI,-2.211
427,1/1/1900,1,2013,1-2013,Onondaga,NY,-2.724
428,1/1/1900,1,2013,1-2013,Ontario,NY,-4.14
429,1/1/1900,1,2013,1-2013,Orange,FL,19.27
430,1/1/1900,1,2013,1-2013,Orleans,LA,13.746
431,1/1/1900,1,2013,1-2013,Passaic,NJ,-0.968
432,1/1/1900,1,2013,1-2013,Peoria,IL,-2.831
433,1/1/1900,1,2013,1-2013,Pickens,AL,8.598
434,1/1/1900,1,2013,1-2013,Pierce,WA,0.98
435,1/1/1900,1,2013,1-2013,Pinellas,FL,19.375
436,1/1/1900,1,2013,1-2013,Placer,CA,2.565
437,1/1/1900,1,2013,1-2013,Portage,OH,-2.539
438,1/1/1900,1,2013,1-2013,Potter,TX,4.14
439,1/1/1900,1,2013,1-2013,Preston,WV,-2.138
440,1/1/1900,1,2013,1-2013,Pueblo,CO,-1.044
